Date,Open,High,Low,Close,Adj Close,Volume
3.1.2017,12.550000190734863,13.199999809265137,12.550000190734863,13.199999809265137,13.199999809265137,1123600
4.1.2017,13.300000190734863,14.449999809265137,13.300000190734863,14.399999618530273,14.399999618530273,1363300
5.1.2017,14.300000190734863,14.574999809265137,13.774999618530273,13.800000190734863,13.800000190734863,647700
6.1.2017,13.899999618530273,14,13.600000381469727,13.75,13.75,537300
9.1.2017,13.699999809265137,13.699999809265137,13.149999618530273,13.5,13.5,733400
10.1.2017,13.600000381469727,13.774999618530273,13.399999618530273,13.550000190734863,13.550000190734863,521200
11.1.2017,13.600000381469727,13.699999809265137,13.350000381469727,13.5,13.5,383800
12.1.2017,13.550000190734863,13.600000381469727,13.125,13.5,13.5,750000
13.1.2017,13.600000381469727,13.800000190734863,13.300000190734863,13.5,13.5,371400
17.1.2017,13.550000190734863,14.199999809265137,13.5,13.949999809265137,13.949999809265137,770100
18.1.2017,13.899999618530273,14.050000190734863,13.149999618530273,13.300000190734863,13.300000190734863,589800
19.1.2017,13.25,13.699999809265137,13,13.199999809265137,13.199999809265137,612600
20.1.2017,13.350000381469727,13.550000190734863,13.25,13.449999809265137,13.449999809265137,189900
23.1.2017,13.449999809265137,13.550000190734863,13.199999809265137,13.300000190734863,13.300000190734863,253900
24.1.2017,13.399999618530273,13.550000190734863,12.899999618530273,12.949999809265137,12.949999809265137,453600
25.1.2017,13.100000381469727,13.699999809265137,13,13.550000190734863,13.550000190734863,900300
26.1.2017,13.600000381469727,13.800000190734863,13.100000381469727,13.199999809265137,13.199999809265137,280200
27.1.2017,13.149999618530273,13.5,12.899999618530273,13.199999809265137,13.199999809265137,438500
30.1.2017,13.149999618530273,13.399999618530273,12.854999542236328,13.100000381469727,13.100000381469727,665300
31.1.2017,13,13.050000190734863,12.600000381469727,12.949999809265137,12.949999809265137,523400
1.2.2017,13.050000190734863,13.175000190734863,12.25,12.649999618530273,12.649999618530273,780800
2.2.2017,12.550000190734863,12.649999618530273,12.350000381469727,12.5,12.5,882000
3.2.2017,12.550000190734863,12.649999618530273,12.350000381469727,12.649999618530273,12.649999618530273,1400600
6.2.2017,12.699999809265137,12.899999618530273,12.300000190734863,12.300000190734863,12.300000190734863,696800
7.2.2017,12.399999618530273,12.800000190734863,12.399999618530273,12.449999809265137,12.449999809265137,563700
8.2.2017,12.449999809265137,13.050000190734863,12.449999809265137,13,13,876100
9.2.2017,12.949999809265137,13.149999618530273,12.699999809265137,13.050000190734863,13.050000190734863,645000
10.2.2017,13,13.600000381469727,12.75,13.5,13.5,1147000
13.2.2017,13.199999809265137,13.699999809265137,13.199999809265137,13.449999809265137,13.449999809265137,1023600
14.2.2017,13.550000190734863,14.449999809265137,13.425000190734863,14.449999809265137,14.449999809265137,1513700
15.2.2017,14.699999809265137,15.800000190734863,14.649999618530273,15.050000190734863,15.050000190734863,3170900
16.2.2017,15,15.100000381469727,14.399999618530273,14.649999618530273,14.649999618530273,1105300
17.2.2017,14.600000381469727,15,14.404999732971191,14.850000381469727,14.850000381469727,872800
21.2.2017,14.899999618530273,15.550000190734863,14.899999618530273,15.399999618530273,15.399999618530273,800500
22.2.2017,15.300000190734863,15.399999618530273,14.550000190734863,14.600000381469727,14.600000381469727,921700
23.2.2017,14.600000381469727,15.100000381469727,14.300000190734863,14.949999809265137,14.949999809265137,710200
24.2.2017,14.800000190734863,15.125,14.649999618530273,14.850000381469727,14.850000381469727,622900
27.2.2017,14.850000381469727,15.100000381469727,14.699999809265137,15,15,560300
28.2.2017,14.949999809265137,15.039999961853027,14.5,14.649999618530273,14.649999618530273,595300
1.3.2017,14.699999809265137,14.75,14,14.149999618530273,14.149999618530273,857400
2.3.2017,14.100000381469727,14.675000190734863,14.050000190734863,14.449999809265137,14.449999809265137,420700
3.3.2017,14.899999618530273,14.949999809265137,14.399999618530273,14.449999809265137,14.449999809265137,476200
6.3.2017,14.399999618530273,14.649999618530273,14.225000381469727,14.449999809265137,14.449999809265137,312700
7.3.2017,14.449999809265137,14.5,14.050000190734863,14.149999618530273,14.149999618530273,259200
8.3.2017,14.100000381469727,14.399999618530273,14.100000381469727,14.100000381469727,14.100000381469727,202300
9.3.2017,14.149999618530273,14.274999618530273,13.800000190734863,13.850000381469727,13.850000381469727,399200
10.3.2017,13.949999809265137,14.100000381469727,13.75,13.949999809265137,13.949999809265137,223200
13.3.2017,13.899999618530273,14.149999618530273,13.704999923706055,14,14,273000
14.3.2017,13.899999618530273,13.925000190734863,13.5,13.699999809265137,13.699999809265137,320100
15.3.2017,13.75,14.324999809265137,13.75,14.050000190734863,14.050000190734863,517800
16.3.2017,14.050000190734863,14.600000381469727,14.050000190734863,14.449999809265137,14.449999809265137,498300
17.3.2017,14.399999618530273,14.5,13.899999618530273,14,14,458500
20.3.2017,13.949999809265137,14.5,13.899999618530273,14.300000190734863,14.300000190734863,490000
21.3.2017,14.300000190734863,14.524999618530273,13.699999809265137,13.800000190734863,13.800000190734863,708200
22.3.2017,13.75,14.050000190734863,13.600000381469727,13.899999618530273,13.899999618530273,287500
23.3.2017,13.949999809265137,14.024999618530273,13.600000381469727,13.800000190734863,13.800000190734863,439100
24.3.2017,13.850000381469727,14.149999618530273,13.5,13.699999809265137,13.699999809265137,519000
27.3.2017,14.350000381469727,15,13.899999618530273,15,15,2179200
28.3.2017,15,15.75,14.800000190734863,15.300000190734863,15.300000190734863,1977600
29.3.2017,15.449999809265137,15.899999618530273,15.25,15.5,15.5,1092900
30.3.2017,15.5,16,15.324999809265137,15.5,15.5,1195800
31.3.2017,15.550000190734863,15.949999809265137,15.399999618530273,15.600000381469727,15.600000381469727,646100
3.4.2017,15.75,15.899999618530273,15.350000381469727,15.649999618530273,15.649999618530273,1093400
4.4.2017,15.600000381469727,15.800000190734863,15.350000381469727,15.5,15.5,652000
5.4.2017,15.600000381469727,15.850000381469727,15.050000190734863,15.100000381469727,15.100000381469727,633500
6.4.2017,15.149999618530273,15.649999618530273,15.050000190734863,15.649999618530273,15.649999618530273,517400
7.4.2017,15.699999809265137,15.699999809265137,15.407999992370605,15.649999618530273,15.649999618530273,414100
10.4.2017,15.649999618530273,16.5,15.550000190734863,16.399999618530273,16.399999618530273,968600
