Date,Open,High,Low,Close,Adj Close,Volume
3.1.2017,32.61000061035156,33.65999984741211,32.099998474121094,33.540000915527344,33.540000915527344,2664800
4.1.2017,33.689998626708984,34.50999832,33.599998474121094,34.16999816894531,34.16999816894531,2478500
5.1.2017,33.869998931884766,34.15999984741211,33.5,33.880001068115234,33.880001068115234,1954900
6.1.2017,34.06999969482422,34.08000183105469,33.29999923706055,33.31999969482422,33.31999969482422,1277400
9.1.2017,33.380001068115234,33.70000076293945,33.02000045776367,33.56999969482422,33.56999969482422,1217500
10.1.2017,33.59000015258789,33.779998779296875,33.00999832,33.38999938964844,33.38999938964844,1198000
11.1.2017,33.34000015258789,35.25,33.209999084472656,35,35,3155400
12.1.2017,35.04999923706055,35.11000061035156,34.25,34.869998931884766,34.869998931884766,1303600
13.1.2017,34.90999984741211,36.40999984741211,34.72999954223633,35.75,35.75,1998900
17.1.2017,35.689998626708984,36.09000015258789,34.99000168,35.16999816894531,35.16999816894531,1928800
18.1.2017,35.220001220703125,35.33000183105469,34.099998474121094,34.40999984741211,34.40999984741211,1462700
19.1.2017,34.5,35.130001068115234,34.15999984741211,34.41999816894531,34.41999816894531,1459800
20.1.2017,34.63999938964844,35.24000168,34.50999832,34.75,34.75,1260800
23.1.2017,34.75,34.790000915527344,33.119998931884766,33.65999984741211,33.65999984741211,1926000
24.1.2017,33.880001068115234,33.880001068115234,32.470001220703125,32.529998779296875,32.529998779296875,2781900
25.1.2017,32.689998626708984,33.18000030517578,32.59000015258789,32.900001525878906,32.900001525878906,1532500
26.1.2017,32.83000183105469,33.13999938964844,32.11000061035156,32.279998779296875,32.279998779296875,1871100
27.1.2017,32.59000015258789,32.779998779296875,31.37999916,31.479999542236328,31.479999542236328,2380400
30.1.2017,31.31999969482422,31.350000381469727,30.610000610351562,31.020000457763672,31.020000457763672,2146700
31.1.2017,30.829999923706055,31.200000762939453,30.34000015258789,31.190000534057617,31.190000534057617,1656600
1.2.2017,31.399999618530273,31.899999618530273,30.799999237060547,31.790000915527344,31.790000915527344,1804700
