Date,Open,High,Low,Close,Adj Close,Volume
3.1.2017,1.0199999809265137,1.0499999523162842,1.0099999904632568,1.0499999523162842,1.0499999523162842,445900
4.1.2017,1.090000033378601,1.149999976158142,1.0499999523162842,1.149999976158142,1.149999976158142,903000
5.1.2017,1.190000057220459,1.190000057220459,1.1100000143051147,1.1200000047683716,1.1200000047683716,308700
6.1.2017,1.1200000047683716,1.1399999856948853,1.0800000429153442,1.1100000143051147,1.1100000143051147,259700
9.1.2017,1.100000023841858,1.1100000143051147,1.0800000429153442,1.1100000143051147,1.1100000143051147,180000
10.1.2017,1.090000033378601,1.1299999952316284,1.090000033378601,1.1299999952316284,1.1299999952316284,378400
11.1.2017,1.350000023841858,1.4500000476837158,1.2799999713897705,1.440000057220459,1.440000057220459,3789200
12.1.2017,1.440000057220459,1.440000057220459,1.2999999523162842,1.3600000143051147,1.3600000143051147,1082700
13.1.2017,1.3600000143051147,1.690000057220459,1.3300000429153442,1.5399999618530273,1.5399999618530273,2873900
17.1.2017,1.559999942779541,1.850000023841858,1.5,1.649999976158142,1.649999976158142,3091300
18.1.2017,1.6799999475479126,1.9900000095367432,1.659999966621399,1.8899999856948853,1.8899999856948853,2999500
19.1.2017,1.9299999475479126,1.9900000095367432,1.600000023841858,1.7799999713897705,1.7799999713897705,2147800
20.1.2017,1.7599999904632568,1.899999976158142,1.7000000476837158,1.850000023841858,1.850000023841858,693400
23.1.2017,1.8799999952316284,1.899999976158142,1.6799999475479126,1.7000000476837158,1.7000000476837158,1030100
24.1.2017,1.690000057220459,1.7000000476837158,1.590000033378601,1.659999966621399,1.659999966621399,894300
25.1.2017,1.659999966621399,1.7599999904632568,1.659999966621399,1.7100000381469727,1.7100000381469727,852000
26.1.2017,1.6799999475479126,1.7100000381469727,1.6100000143051147,1.6399999856948853,1.6399999856948853,568800
27.1.2017,1.600000023841858,1.6799999475479126,1.559999942779541,1.600000023841858,1.600000023841858,671500
30.1.2017,1.5700000524520874,1.600000023841858,1.4500000476837158,1.4900000095367432,1.4900000095367432,818200
31.1.2017,1.4500000476837158,1.5399999618530273,1.4500000476837158,1.4900000095367432,1.4900000095367432,1340100
1.2.2017,1.5,1.5399999618530273,1.4600000381469727,1.5099999904632568,1.5099999904632568,394400
2.2.2017,1.5,1.5299999713897705,1.4500000476837158,1.4700000286102295,1.4700000286102295,310100
3.2.2017,1.440000057220459,1.4700000286102295,1.4299999475479126,1.4299999475479126,1.4299999475479126,713000
6.2.2017,1.3899999856948853,1.4299999475479126,1.3799999952316284,1.4199999570846558,1.4199999570846558,400300
7.2.2017,1.399999976158142,1.4700000286102295,1.399999976158142,1.4500000476837158,1.4500000476837158,523500
8.2.2017,1.4199999570846558,1.590000033378601,1.409999966621399,1.5399999618530273,1.5399999618530273,1238700
9.2.2017,1.559999942779541,1.649999976158142,1.5499999523162842,1.559999942779541,1.559999942779541,1104400
10.2.2017,1.5800000429153442,1.6299999952316284,1.5499999523162842,1.559999942779541,1.559999942779541,1270800
13.2.2017,1.559999942779541,1.590000033378601,1.4700000286102295,1.5099999904632568,1.5099999904632568,826300
14.2.2017,1.5199999809265137,1.5299999713897705,1.4700000286102295,1.5,1.5,772100
15.2.2017,1.5199999809265137,1.6100000143051147,1.5199999809265137,1.600000023841858,1.600000023841858,1097000
16.2.2017,1.6100000143051147,1.6299999952316284,1.5399999618530273,1.6100000143051147,1.6100000143051147,950800
17.2.2017,1.649999976158142,1.6699999570846558,1.590000033378601,1.6399999856948853,1.6399999856948853,1206500
21.2.2017,1.690000057220459,1.7300000190734863,1.649999976158142,1.690000057220459,1.690000057220459,1602300
22.2.2017,1.7000000476837158,1.7200000286102295,1.6100000143051147,1.6100000143051147,1.6100000143051147,990000
23.2.2017,1.6100000143051147,1.690000057220459,1.6100000143051147,1.690000057220459,1.690000057220459,485100
24.2.2017,1.690000057220459,1.8899999856948853,1.649999976158142,1.8600000143051147,1.8600000143051147,1467600
27.2.2017,1.899999976158142,2.0299999713897705,1.8300000429153442,1.899999976158142,1.899999976158142,1593600
28.2.2017,1.850000023841858,1.909999966621399,1.7300000190734863,1.7899999618530273,1.7899999618530273,1316400
1.3.2017,1.5499999523162842,1.6799999475479126,1.5,1.6100000143051147,1.6100000143051147,4192100
2.3.2017,1.590000033378601,1.6100000143051147,1.4900000095367432,1.5299999713897705,1.5299999713897705,980000
3.3.2017,1.5499999523162842,1.559999942779541,1.4500000476837158,1.4700000286102295,1.4700000286102295,846300
6.3.2017,1.4500000476837158,1.4800000190734863,1.3300000429153442,1.3600000143051147,1.3600000143051147,1349700
7.3.2017,1.3300000429153442,1.350000023841858,1.2699999809265137,1.2799999713897705,1.2799999713897705,926000
8.3.2017,1.2599999904632568,1.3300000429153442,1.2100000381469727,1.2200000286102295,1.2200000286102295,851400
9.3.2017,1.2300000190734863,1.2599999904632568,1.1399999856948853,1.1399999856948853,1.1399999856948853,1341600
10.3.2017,1.1399999856948853,1.350000023841858,1.1399999856948853,1.3300000429153442,1.3300000429153442,1642400
13.3.2017,1.340000033378601,1.350000023841858,1.2200000286102295,1.2300000190734863,1.2300000190734863,639000
14.3.2017,1.2200000286102295,1.340000033378601,1.2000000476837158,1.2799999713897705,1.2799999713897705,627300
15.3.2017,1.2699999809265137,1.3700000047683716,1.25,1.3700000047683716,1.3700000047683716,629700
16.3.2017,1.3799999952316284,1.399999976158142,1.340000033378601,1.3700000047683716,1.3700000047683716,425600
17.3.2017,1.3799999952316284,1.399999976158142,1.350000023841858,1.399999976158142,1.399999976158142,526400
20.3.2017,1.3899999856948853,1.3899999856948853,1.3200000524520874,1.340000033378601,1.340000033378601,543900
21.3.2017,1.3600000143051147,1.3600000143051147,1.25,1.25,1.25,679900
22.3.2017,1.25,1.2599999904632568,1.2000000476837158,1.2400000095367432,1.2400000095367432,1151100
23.3.2017,1.2400000095367432,1.2699999809265137,1.2200000286102295,1.2400000095367432,1.2400000095367432,510800
24.3.2017,1.2300000190734863,1.2699999809265137,1.2200000286102295,1.2400000095367432,1.2400000095367432,391900
27.3.2017,1.25,1.2799999713897705,1.2400000095367432,1.2400000095367432,1.2400000095367432,482600
28.3.2017,1.25,1.2599999904632568,1.2100000381469727,1.25,1.25,357700
29.3.2017,1.25,1.2999999523162842,1.25,1.2999999523162842,1.2999999523162842,384100
30.3.2017,1.2899999618530273,1.3700000047683716,1.2899999618530273,1.350000023841858,1.350000023841858,408100
31.3.2017,1.3600000143051147,1.3899999856948853,1.3200000524520874,1.3700000047683716,1.3700000047683716,504000
3.4.2017,1.3899999856948853,1.399999976158142,1.3600000143051147,1.3700000047683716,1.3700000047683716,241900
4.4.2017,1.3799999952316284,1.399999976158142,1.350000023841858,1.399999976158142,1.399999976158142,235300
5.4.2017,1.399999976158142,1.399999976158142,1.2799999713897705,1.2899999618530273,1.2899999618530273,275400
6.4.2017,1.2999999523162842,1.3700000047683716,1.2699999809265137,1.350000023841858,1.350000023841858,344000
7.4.2017,1.350000023841858,1.3700000047683716,1.2999999523162842,1.3600000143051147,1.3600000143051147,249000
10.4.2017,1.350000023841858,1.3799999952316284,1.3300000429153442,1.350000023841858,1.350000023841858,301500
11.4.2017,1.340000033378601,1.409999966621399,1.2999999523162842,1.340000033378601,1.340000033378601,468800
12.4.2017,1.3899999856948853,1.3899999856948853,1.3200000524520874,1.340000033378601,1.340000033378601,357500
13.4.2017,1.340000033378601,1.3600000143051147,1.2999999523162842,1.309999942779541,1.309999942779541,252900
17.4.2017,1.2999999523162842,1.3700000047683716,1.2899999618530273,1.309999942779541,1.309999942779541,440200
18.4.2017,1.3200000524520874,1.3200000524520874,1.2100000381469727,1.2599999904632568,1.2599999904632568,597700
19.4.2017,1.2599999904632568,1.2999999523162842,1.1799999475479126,1.190000057220459,1.190000057220459,723200
20.4.2017,1.2000000476837158,1.25,1.159999966621399,1.1799999475479126,1.1799999475479126,801600
21.4.2017,1.190000057220459,1.2400000095367432,1.1699999570846558,1.2300000190734863,1.2300000190734863,486900
24.4.2017,1.25,1.2799999713897705,1.2300000190734863,1.2799999713897705,1.2799999713897705,290000
25.4.2017,1.2799999713897705,1.2999999523162842,1.25,1.2899999618530273,1.2899999618530273,340500
26.4.2017,1.2699999809265137,1.2899999618530273,1.25,1.2699999809265137,1.2699999809265137,213800
27.4.2017,1.2599999904632568,1.2699999809265137,1.2300000190734863,1.2400000095367432,1.2400000095367432,222800
28.4.2017,1.2200000286102295,1.2400000095367432,1.190000057220459,1.190000057220459,1.190000057220459,568700
1.5.2017,1.190000057220459,1.2200000286102295,1.1799999475479126,1.2000000476837158,1.2000000476837158,255800
2.5.2017,1.2000000476837158,1.2400000095367432,1.100000023841858,1.2300000190734863,1.2300000190734863,799500
