Date,Open,High,Low,Close,Adj Close,Volume,company_name
2017-01-03,12.550000190734863,13.199999809265137,12.550000190734863,13.199999809265137,13.199999809265137,1123600,Solaredge
2017-01-04,13.300000190734863,14.449999809265137,13.300000190734863,14.399999618530273,14.399999618530273,1363300,Solaredge
2017-01-05,14.300000190734863,14.574999809265137,13.774999618530273,13.800000190734863,13.800000190734863,647700,Solaredge
2017-01-06,13.899999618530273,14.0,13.600000381469727,13.75,13.75,537300,Solaredge
2017-01-09,13.699999809265137,13.699999809265137,13.149999618530273,13.5,13.5,733400,Solaredge
2017-01-10,13.600000381469727,13.774999618530273,13.399999618530273,13.550000190734863,13.550000190734863,521200,Solaredge
2017-01-11,13.600000381469727,13.699999809265137,13.350000381469727,13.5,13.5,383800,Solaredge
2017-01-12,13.550000190734863,13.600000381469727,13.125,13.5,13.5,750000,Solaredge
2017-01-13,13.600000381469727,13.800000190734863,13.300000190734863,13.5,13.5,371400,Solaredge
2017-01-17,13.550000190734863,14.199999809265137,13.5,13.949999809265137,13.949999809265137,770100,Solaredge
2017-01-18,13.899999618530273,14.050000190734863,13.149999618530273,13.300000190734863,13.300000190734863,589800,Solaredge
2017-01-19,13.25,13.699999809265137,13.0,13.199999809265137,13.199999809265137,612600,Solaredge
2017-01-20,13.350000381469727,13.550000190734863,13.25,13.449999809265137,13.449999809265137,189900,Solaredge
2017-01-23,13.449999809265137,13.550000190734863,13.199999809265137,13.300000190734863,13.300000190734863,253900,Solaredge
2017-01-24,13.399999618530273,13.550000190734863,12.899999618530273,12.949999809265137,12.949999809265137,453600,Solaredge
2017-01-25,13.100000381469727,13.699999809265137,13.0,13.550000190734863,13.550000190734863,900300,Solaredge
2017-01-26,13.600000381469727,13.800000190734863,13.100000381469727,13.199999809265137,13.199999809265137,280200,Solaredge
2017-01-27,13.149999618530273,13.5,12.899999618530273,13.199999809265137,13.199999809265137,438500,Solaredge
2017-01-30,13.149999618530273,13.399999618530273,12.854999542236328,13.100000381469727,13.100000381469727,665300,Solaredge
2017-01-31,13.0,13.050000190734863,12.600000381469727,12.949999809265137,12.949999809265137,523400,Solaredge
2017-02-01,13.050000190734863,13.175000190734863,12.25,12.649999618530273,12.649999618530273,780800,Solaredge
2017-02-02,12.550000190734863,12.649999618530273,12.350000381469727,12.5,12.5,882000,Solaredge
2017-02-03,12.550000190734863,12.649999618530273,12.350000381469727,12.649999618530273,12.649999618530273,1400600,Solaredge
2017-02-06,12.699999809265137,12.899999618530273,12.300000190734863,12.300000190734863,12.300000190734863,696800,Solaredge
2017-02-07,12.399999618530273,12.800000190734863,12.399999618530273,12.449999809265137,12.449999809265137,563700,Solaredge
2017-02-08,12.449999809265137,13.050000190734863,12.449999809265137,13.0,13.0,876100,Solaredge
2017-02-09,12.949999809265137,13.149999618530273,12.699999809265137,13.050000190734863,13.050000190734863,645000,Solaredge
2017-02-10,13.0,13.600000381469727,12.75,13.5,13.5,1147000,Solaredge
2017-02-13,13.199999809265137,13.699999809265137,13.199999809265137,13.449999809265137,13.449999809265137,1023600,Solaredge
2017-02-14,13.550000190734863,14.449999809265137,13.425000190734863,14.449999809265137,14.449999809265137,1513700,Solaredge
2017-02-15,14.699999809265137,15.800000190734863,14.649999618530273,15.050000190734863,15.050000190734863,3170900,Solaredge
2017-02-16,15.0,15.100000381469727,14.399999618530273,14.649999618530273,14.649999618530273,1105300,Solaredge
2017-02-17,14.600000381469727,15.0,14.404999732971191,14.850000381469727,14.850000381469727,872800,Solaredge
2017-02-21,14.899999618530273,15.550000190734863,14.899999618530273,15.399999618530273,15.399999618530273,800500,Solaredge
2017-02-22,15.300000190734863,15.399999618530273,14.550000190734863,14.600000381469727,14.600000381469727,921700,Solaredge
2017-02-23,14.600000381469727,15.100000381469727,14.300000190734863,14.949999809265137,14.949999809265137,710200,Solaredge
2017-02-24,14.800000190734863,15.125,14.649999618530273,14.850000381469727,14.850000381469727,622900,Solaredge
2017-02-27,14.850000381469727,15.100000381469727,14.699999809265137,15.0,15.0,560300,Solaredge
2017-02-28,14.949999809265137,15.039999961853027,14.5,14.649999618530273,14.649999618530273,595300,Solaredge
2017-03-01,14.699999809265137,14.75,14.0,14.149999618530273,14.149999618530273,857400,Solaredge
2017-03-02,14.100000381469727,14.675000190734863,14.050000190734863,14.449999809265137,14.449999809265137,420700,Solaredge
2017-03-03,14.899999618530273,14.949999809265137,14.399999618530273,14.449999809265137,14.449999809265137,476200,Solaredge
2017-03-06,14.399999618530273,14.649999618530273,14.225000381469727,14.449999809265137,14.449999809265137,312700,Solaredge
2017-03-07,14.449999809265137,14.5,14.050000190734863,14.149999618530273,14.149999618530273,259200,Solaredge
2017-03-08,14.100000381469727,14.399999618530273,14.100000381469727,14.100000381469727,14.100000381469727,202300,Solaredge
2017-03-09,14.149999618530273,14.274999618530273,13.800000190734863,13.850000381469727,13.850000381469727,399200,Solaredge
2017-03-10,13.949999809265137,14.100000381469727,13.75,13.949999809265137,13.949999809265137,223200,Solaredge
2017-03-13,13.899999618530273,14.149999618530273,13.704999923706055,14.0,14.0,273000,Solaredge
2017-03-14,13.899999618530273,13.925000190734863,13.5,13.699999809265137,13.699999809265137,320100,Solaredge
2017-03-15,13.75,14.324999809265137,13.75,14.050000190734863,14.050000190734863,517800,Solaredge
